   i    j      cc  nref
  18   60  0.8923 2300
  18   61  0.8536 2352
  18   62  0.9214 2313
  18   63  0.8172 3334
  18   64  0.9347 2877
  18   65  0.8601 2793
  18   66  0.9306 3376
  19   20  0.7099 2642
  19   21  0.7049 3690
  19   22  0.6989 2603
  19   23  0.7975 3661
  19   24  0.7401 3809
  19   25  0.7375 4767
  19   26  0.6847 3859
  19   27  0.7178 4709
  19   28  0.7739 3802
  19   29  0.7567 2333
  19   30  0.7737 2303
  19   31  0.7605 3840
  19   32  0.8045 3491
  19   33  0.9324 3900
  19   34  0.9137 3573
  19   35  0.9256 3943
  19   36  0.9214 2038
  19   37  0.8412 4311
  19   38  0.9390 2132
  19   39  0.7526 4235
  19   40  0.8699 3328
  19   41  0.7837 4661
  19   42  0.9313 4512
  19   43  0.8353 3532
  19   44  0.8486 2801
  19   45  0.7824 3607
  19   46  0.8744 2765
  19   47  0.8718 5302
  19   48  0.7372 1990
  19   49  0.7433 5352
  19   50  0.8434 1921
  19   51  0.7087 3872
  19   52  0.8028 4329
  19   53  0.8787 4347
  19   54  0.8135 3914
  19   55  0.8433 1478
  19   56  0.8776 5135
  19   57  0.8333 1525
  19   58  0.7804 5147
  19   59  0.8328 4271
  19   60  0.8136 3905
  19   61  0.8448 4276
  19   62  0.8574 3976
  19   63  0.7691 4628
  19   64  0.8799 3566
  19   65  0.8128 3538
  19   66  0.8743 4700
  20   21  0.9119 1085
  20   22  0.9680 3827
  20   23  0.9655 1077
  20   24  0.9458 3338
  20   25  0.9604 2948
  20   26  0.9667 3364
  20   27  0.9681 2900
  20   28  0.9215 1211
  20   29  0.9681  683
  20   30  0.9262  655
  20   31  0.9699 1232
  20   32  0.6562 1387
  20   33  0.7036 1657
  20   34  0.7711 1390
  20   35  0.7250 1634
  20   36  0.6989  746
  20   37  0.6742 3279
  20   38  0.7107  814
  20   39  0.5429 3233
  20   40  0.6031 3190
  20   41  0.5281 3077
  20   42  0.6732 3106
  20   43  0.7355 1275
  20   44  0.8958 3613
  20   45  0.8828 1287
  20   46  0.7537 3585
  20   47  0.7807 2886
  20   48  0.6793  852
  20   49  0.8557 2889
  20   50  0.7756  834
  20   51  0.5496 1392
  20   52  0.8611 3482
  20   53  0.6765 3522
  20   54  0.8088 1459
  20   55  0.6056 1146
  20   56  0.7077 2988
  20   57  0.6127 1182
  20   58  0.6022 2959
  20   59  0.5949 2323
  20   60  0.6027 2013
  20   61  0.6008 2297
  20   62  0.6389 2065
  20   63  0.5589 2458
  20   64  0.7105 1856
  20   65  0.6405 1795
  20   66  0.6944 2492
  21   22  0.9656 1057
  21   23  0.8897 5275
  21   24  0.9527 2416
  21   25  0.9496 3534
  21   26  0.9428 2451
  21   27  0.9651 3504
  21   28  0.9109 4749
  21   29  0.9660 3059
  21   30  0.8912 3026
  21   31  0.9551 4725
  21   32  0.5829 4780
  21   33  0.6176 4688
  21   34  0.7092 4891
  21   35  0.6760 4776
  21   36  0.6083 2802
  21   37  0.5941 3017
  21   38  0.6812 2864
  21   39  0.5717 2886
  21   40  0.6011 1414
  21   41  0.5261 3182
  21   42  0.6665 3041
  21   43  0.7495 3747
  21   44  0.8990 1377
  21   45  0.8617 3759
  21   46  0.7218 1339
  21   47  0.7384 3644
  21   48  0.6559 2549
  21   49  0.8546 3725
  21   50  0.7798 2503
  21   51  0.6689 3827
  21   52  0.8423 2740
  21   53  0.6723 2750
  21   54  0.8093 3812
  21   55  0.6004 1966
  21   56  0.6277 3728
  21   57  0.5976 1989
  21   58  0.5575 3799
  21   59  0.5572 3392
  21   60  0.5631 3416
  21   61  0.5694 3370
  21   62  0.6080 3425
  21   63  0.5456 4278
  21   64  0.6674 3607
  21   65  0.6139 3674
  21   66  0.6418 4253
  22   23  0.9613 1053
  22   24  0.9736 3341
  22   25  0.9926 2913
  22   26  0.9839 3350
  22   27  0.9828 2886
  22   28  0.9618 1168
  22   29  0.9894  661
  22   30  0.9232  639
  22   31  0.9817 1193
  22   32  0.6370 1371
  22   33  0.7093 1633
  22   34  0.7637 1371
  22   35  0.7277 1613
  22   36  0.6884  749
  22   37  0.6905 3264
  22   38  0.7042  820
  22   39  0.5343 3222
  22   40  0.5989 3176
  22   41  0.5209 3052
  22   42  0.6793 3074
  22   43  0.7367 1258
  22   44  0.9302 3598
  22   45  0.9074 1268
  22   46  0.7467 3577
  22   47  0.7965 2858
  22   48  0.7010  847
  22   49  0.8909 2860
  22   50  0.7903  831
  22   51  0.6015 1366
  22   52  0.8763 3448
  22   53  0.7057 3486
  22   54  0.8317 1431
  22   55  0.5872 1150
  22   56  0.7223 2953
  22   57  0.5926 1186
  22   58  0.6011 2923
  22   59  0.5942 2297
  22   60  0.6078 1991
  22   61  0.5964 2272
  22   62  0.6434 2043
  22   63  0.5661 2424
  22   64  0.7383 1830
  22   65  0.6441 1770
  22   66  0.7092 2455
  23   24  0.9758 2378
  23   25  0.9614 3507
  23   26  0.9527 2427
  23   27  0.9609 3455
  23   28  0.9460 4719
  23   29  0.9331 3085
  23   30  0.9492 3042
  23   31  0.9583 4674
  23   32  0.6739 4803
  23   33  0.7215 4671
  23   34  0.7557 4914
  23   35  0.7505 4756
  23   36  0.7219 2799
  23   37  0.5897 2996
  23   38  0.7576 2876
  23   39  0.6565 2862
  23   40  0.6314 1398
  23   41  0.6040 3138
  23   42  0.7088 3008
  23   43  0.6972 3725
  23   44  0.9000 1381
  23   45  0.8134 3737
  23   46  0.7418 1345
  23   47  0.7108 3611
  23   48  0.6381 2543
  23   49  0.7879 3689
  23   50  0.7400 2501
  23   51  0.6007 3789
  23   52  0.8018 2727
  23   53  0.7166 2735
  23   54  0.7643 3773
  23   55  0.5871 1958
  23   56  0.6269 3701
  23   57  0.5842 1981
  23   58  0.5142 3774
  23   59  0.5171 3348
  23   60  0.5246 3378
  23   61  0.5626 3327
  23   62  0.5673 3390
  23   63  0.5067 4268
  23   64  0.6616 3604
  23   65  0.6282 3675
  23   66  0.6225 4240
  24   25  0.9634 4572
  24   26  0.9306 5153
  24   27  0.9619 4506
  24   28  0.9454 2381
  24   29  0.9685  907
  24   30  0.9486  861
  24   31  0.9660 2403
  24   32  0.7062 2532
  24   33  0.7773 2927
  24   34  0.7818 2564
  24   35  0.7839 2954
  24   36  0.7230  898
  24   37  0.6079 4738
  24   38  0.7485  977
  24   39  0.5976 4652
  24   40  0.5855 3453
  24   41  0.5994 4418
  24   42  0.6994 4473
  24   43  0.6867 2701
  24   44  0.8957 3377
  24   45  0.8414 2723
  24   46  0.7163 3325
  24   47  0.7377 4171
  24   48  0.6310 1949
  24   49  0.8344 4230
  24   50  0.7189 1911
  24   51  0.5665 2820
  24   52  0.8171 3990
  24   53  0.7181 4039
  24   54  0.7874 2882
  24   55  0.5105 1812
  24   56  0.6572 4149
  24   57  0.5124 1848
  24   58  0.5322 4144
  24   59  0.5087 3347
  24   60  0.5050 3052
  24   61  0.5530 3321
  24   62  0.5564 3115
  24   63  0.5445 3330
  24   64  0.6639 3016
  24   65  0.5915 2920
  24   66  0.6499 3400
  25   26  0.9670 4609
  25   27  0.9709 5797
  25   28  0.9649 3363
  25   29  0.9796 1661
  25   30  0.9195 1606
  25   31  0.9779 3416
  25   32  0.6549 3400
  25   33  0.7154 3754
  25   34  0.7473 3478
  25   35  0.7198 3771
  25   36  0.7035 1416
  25   37  0.5942 5201
  25   38  0.7300 1505
  25   39  0.5407 5102
  25   40  0.6059 3528
  25   41  0.5556 5096
  25   42  0.6825 5124
  25   43  0.7292 3576
  25   44  0.9295 3071
  25   45  0.8833 3611
  25   46  0.7344 3011
  25   47  0.7738 5027
  25   48  0.6513 2440
  25   49  0.8614 5087
  25   50  0.7601 2380
  25   51  0.5867 3818
  25   52  0.8653 4407
  25   53  0.6799 4424
  25   54  0.8130 3869
  25   55  0.5017 2101
  25   56  0.6757 4862
  25   57  0.5071 2144
  25   58  0.5657 4847
  25   59  0.5434 4063
  25   60  0.5363 3744
  25   61  0.5859 4061
  25   62  0.5838 3810
  25   63  0.5663 4145
  25   64  0.6865 3862
  25   65  0.6104 3776
  25   66  0.6811 4211
  26   27  0.9763 4544
  26   28  0.9422 2419
  26   29  0.9779  954
  26   30  0.9133  906
  26   31  0.9701 2450
  26   32  0.6278 2579
  26   33  0.6784 2969
  26   34  0.7320 2615
  26   35  0.6948 2983
  26   36  0.6585  940
  26   37  0.6226 4751
  26   38  0.6809 1015
  26   39  0.5122 4665
  26   40  0.5810 3469
  26   41  0.4932 4434
  26   42  0.6369 4485
  26   43  0.7249 2721
  26   44  0.9088 3395
  26   45  0.8851 2739
  26   46  0.7379 3341
  26   47  0.7529 4218
  26   48  0.6597 1955
  26   49  0.8707 4276
  26   50  0.7671 1918
  26   51  0.5817 2852
  26   52  0.8643 4027
  26   53  0.6603 4076
  26   54  0.8169 2908
  26   55  0.5242 1821
  26   56  0.6584 4181
  26   57  0.5315 1857
  26   58  0.5397 4177
  26   59  0.5276 3368
  26   60  0.5166 3061
  26   61  0.5737 3341
  26   62  0.5665 3123
  26   63  0.5560 3363
  26   64  0.6787 3063
  26   65  0.6102 2967
  26   66  0.6627 3434
  27   28  0.9617 3344
  27   29  0.9827 1642
  27   30  0.9243 1583
  27   31  0.9842 3376
  27   32  0.6098 3310
  27   33  0.6919 3677
  27   34  0.6991 3394
  27   35  0.6983 3672
  27   36  0.6831 1385
  27   37  0.5840 5097
  27   38  0.7101 1465
  27   39  0.5180 4999
  27   40  0.5892 3471
  27   41  0.5318 5048
  27   42  0.6769 5088
  27   43  0.7208 3543
  27   44  0.9021 2984
  27   45  0.8668 3572
  27   46  0.7144 2925
  27   47  0.7483 4956
  27   48  0.6154 2399
  27   49  0.8610 5018
  27   50  0.7453 2353
  27   51  0.5810 3791
  27   52  0.8482 4316
  27   53  0.6371 4330
  27   54  0.7988 3839
  27   55  0.4945 2080
  27   56  0.6386 4791
  27   57  0.5002 2118
  27   58  0.5321 4769
  27   59  0.5325 4037
  27   60  0.5231 3717
  27   61  0.5789 4027
  27   62  0.5714 3782
  27   63  0.5352 4069
  27   64  0.6485 3741
  27   65  0.5734 3668
  27   66  0.6439 4138
  28   29  0.9598 3367
  28   30  0.9011 3298
  28   31  0.9320 5589
  28   32  0.5758 4722
  28   33  0.6669 5182
  28   34  0.7144 4804
  28   35  0.6816 5153
  28   36  0.6593 2987
  28   37  0.6095 3016
  28   38  0.7133 3055
  28   39  0.5507 2934
  28   40  0.6415 1597
  28   41  0.5768 3299
  28   42  0.7083 3109
  28   43  0.7473 4138
  28   44  0.9213 1431
  28   45  0.8621 4152
  28   46  0.7438 1382
  28   47  0.7638 3692
  28   48  0.7044 2821
  28   49  0.8293 3773
  28   50  0.7775 2775
  28   51  0.6299 4004
  28   52  0.8491 2791
  28   53  0.6881 2778
  28   54  0.8107 3992
  28   55  0.5974 2173
  28   56  0.6655 3870
  28   57  0.5973 2197
  28   58  0.5732 3948
  28   59  0.5690 3718
  28   60  0.5642 3925
  28   61  0.6321 3684
  28   62  0.6068 3935
  28   63  0.5329 4658
  28   64  0.6837 3507
  28   65  0.6379 3588
  28   66  0.6659 4560
  29   30  0.9093 3787
  29   31  0.9837 3327
  29   32  0.6261 3134
  29   33  0.6474 3279
  29   34  0.7609 3199
  29   35  0.7177 3259
  29   36  0.6321 3177
  29   37  0.6965 1214
  29   38  0.6850 3265
  29   39  0.6544 1166
  29   40  0.6369  790
  29   41  0.5473 1430
  29   42  0.7031 1317
  29   43  0.7878 2562
  29   44  0.9465  914
  29   45  0.8828 2568
  29   46  0.7935  905
  29   47  0.7821 2265
  29   48  0.7468 1656
  29   49  0.8567 2284
  29   50  0.8104 1643
  29   51  0.6878 2448
  29   52  0.8730 1845
  29   53  0.7392 1828
  29   54  0.8446 2432
  29   55  0.6399 1316
  29   56  0.6959 2496
  29   57  0.6277 1337
  29   58  0.6176 2548
  29   59  0.5983 2252
  29   60  0.6182 2380
  29   61  0.6300 2230
  29   62  0.6532 2413
  29   63  0.5834 3243
  29   64  0.7267 1922
  29   65  0.7199 1995
  29   66  0.6841 3154
  30   31  0.9274 3292
  30   32  0.6531 3084
  30   33  0.6554 3191
  30   34  0.7487 3147
  30   35  0.7403 3189
  30   36  0.6631 3222
  30   37  0.6546 1165
  30   38  0.7179 3335
  30   39  0.6585 1100
  30   40  0.6883  764
  30   41  0.5173 1361
  30   42  0.6947 1239
  30   43  0.6634 2526
  30   44  0.8685  903
  30   45  0.7462 2530
  30   46  0.7060  893
  30   47  0.6639 2229
  30   48  0.6543 1638
  30   49  0.7444 2246
  30   50  0.7061 1625
  30   51  0.6009 2414
  30   52  0.7734 1810
  30   53  0.7046 1801
  30   54  0.7127 2400
  30   55  0.5531 1304
  30   56  0.5997 2442
  30   57  0.5451 1326
  30   58  0.5264 2493
  30   59  0.5020 2204
  30   60  0.5473 2331
  30   61  0.5466 2183
  30   62  0.5696 2364
  30   63  0.4859 3178
  30   64  0.6503 1872
  30   65  0.6626 1946
  30   66  0.5901 3095
  31   32  0.6029 4635
  31   33  0.6479 5163
  31   34  0.7129 4716
  31   35  0.6953 5145
  31   36  0.5964 2939
  31   37  0.5808 3019
  31   38  0.6647 3009
  31   39  0.5864 2937
  31   40  0.6258 1643
  31   41  0.5760 3325
  31   42  0.7013 3117
  31   43  0.7411 4137
  31   44  0.9024 1425
  31   45  0.8475 4148
  31   46  0.7222 1379
  31   47  0.7521 3713
  31   48  0.6742 2803
  31   49  0.8409 3793
  31   50  0.7642 2757
  31   51  0.6401 3999
  31   52  0.8369 2786
  31   53  0.6669 2774
  31   54  0.8015 3988
  31   55  0.5571 2159
  31   56  0.6420 3862
  31   57  0.5527 2181
  31   58  0.5823 3936
  31   59  0.5574 3725
  31   60  0.5433 3930
  31   61  0.6082 3683
  31   62  0.5838 3934
  31   63  0.5524 4650
  31   64  0.6518 3471
  31   65  0.5996 3540
  31   66  0.6472 4554
  32   33  0.9270 4846
  32   34  0.7735 5388
  32   35  0.8615 4919
  32   36  0.9179 2824
  32   37  0.5582 3096
  32   38  0.8400 2950
  32   39  0.9148 2977
  32   40  0.5865 1526
  32   41  0.8260 3153
  32   42  0.6368 3066
  32   43  0.6205 3563
  32   44  0.6633 1762
  32   45  0.5697 3584
  32   46  0.6269 1729
  32   47  0.6539 3463
  32   48  0.4594 2485
  32   49  0.5270 3558
  32   50  0.5404 2425
  32   51  0.4913 3512
  32   52  0.5830 2844
  32   53  0.7205 2863
  32   54  0.6361 3495
  32   55  0.5227 1910
  32   56  0.6068 3755
  32   57  0.5275 1939
  32   58  0.4725 3813
  32   59  0.5892 3219
  32   60  0.5098 3371
  32   61  0.6240 3193
  32   62  0.5622 3380
  32   63  0.4482 4367
  32   64  0.5951 3731
  32   65  0.5800 3827
  32   66  0.5577 4358
  33   34  0.8221 4906
  33   35  0.9244 5796
  33   36  0.9277 2824
  33   37  0.7227 3592
  33   38  0.8851 2907
  33   39  0.8683 3508
  33   40  0.7390 1900
  33   41  0.8939 3582
  33   42  0.8497 3546
  33   43  0.7859 4129
  33   44  0.7618 1897
  33   45  0.7319 4151
  33   46  0.7445 1849
  33   47  0.7817 3835
  33   48  0.6590 2812
  33   49  0.6329 3918
  33   50  0.7412 2764
  33   51  0.6492 3984
  33   52  0.6934 3031
  33   53  0.8387 3020
  33   54  0.7727 3970
  33   55  0.7355 2164
  33   56  0.7492 4120
  33   57  0.7362 2188
  33   58  0.5879 4204
  33   59  0.7648 3813
  33   60  0.7121 4044
  33   61  0.7871 3767
  33   62  0.7646 4029
  33   63  0.5783 4939
  33   64  0.7328 3746
  33   65  0.6697 3781
  33   66  0.7162 4842
  34   35  0.8256 4967
  34   36  0.7759 2913
  34   37  0.7671 3143
  34   38  0.8356 3024
  34   39  0.7744 3009
  34   40  0.8225 1535
  34   41  0.6914 3194
  34   42  0.8166 3101
  34   43  0.8246 3626
  34   44  0.8357 1768
  34   45  0.7515 3665
  34   46  0.8447 1731
  34   47  0.8548 3544
  34   48  0.7043 2535
  34   49  0.7199 3640
  34   50  0.8220 2467
  34   51  0.6371 3599
  34   52  0.7880 2901
  34   53  0.8368 2911
  34   54  0.7857 3583
  34   55  0.8178 1943
  34   56  0.8384 3819
  34   57  0.8106 1973
  34   58  0.7285 3882
  34   59  0.8336 3268
  34   60  0.7725 3423
  34   61  0.8262 3253
  34   62  0.8316 3425
  34   63  0.7337 4434
  34   64  0.8192 3820
  34   65  0.7815 3915
  34   66  0.8606 4417
  35   36  0.8568 2792
  35   37  0.6935 3623
  35   38  0.8562 2915
  35   39  0.8340 3536
  35   40  0.7420 1880
  35   41  0.8512 3638
  35   42  0.8398 3557
  35   43  0.8367 4109
  35   44  0.7542 1889
  35   45  0.7720 4128
  35   46  0.7153 1861
  35   47  0.8031 3885
  35   48  0.7156 2782
  35   49  0.6910 3964
  35   50  0.8133 2731
  35   51  0.6760 4013
  35   52  0.6851 3071
  35   53  0.8080 3082
  35   54  0.8215 4002
  35   55  0.8108 2134
  35   56  0.7438 4180
  35   57  0.8042 2157
  35   58  0.6260 4258
  35   59  0.7987 3802
  35   60  0.7744 3998
  35   61  0.7939 3763
  35   62  0.8233 3979
  35   63  0.6296 4950
  35   64  0.6978 3849
  35   65  0.6412 3883
  35   66  0.7447 4864
  36   37  0.6238 1057
  36   38  0.8286 3648
  36   39  0.8979  954
  36   40  0.7365  636
  36   41  0.7814 1078
  36   42  0.6633  984
  36   43  0.7140 2103
  36   44  0.6725 1099
  36   45  0.6527 2110
  36   46  0.6446 1092
  36   47  0.7493 2017
  36   48  0.5852 1343
  36   49  0.6187 2041
  36   50  0.6360 1330
  36   51  0.6952 2017
  36   52  0.6343 1789
  36   53  0.7791 1791
  36   54  0.7425 2001
  36   55  0.5850 1081
  36   56  0.6744 2297
  36   57  0.5857 1099
  36   58  0.5055 2336
  36   59  0.7117 1825
  36   60  0.6741 1911
  36   61  0.7027 1808
  36   62  0.6994 1941
  36   63  0.4974 2878
  36   64  0.6448 1822
  36   65  0.6259 1869
  36   66  0.6873 2797
  37   38  0.6909 1147
  37   39  0.5282 5624
  37   40  0.9026 3372
  37   41  0.5517 5005
  37   42  0.8587 5137
  37   43  0.8789 3365
  37   44  0.8530 3366
  37   45  0.7387 3393
  37   46  0.9325 3309
  37   47  0.9217 4591
  37   48  0.7195 2383
  37   49  0.7550 4651
  37   50  0.8529 2337
  37   51  0.6911 3428
  37   52  0.8234 4206
  37   53  0.8458 4240
  37   54  0.8029 3478
  37   55  0.9373 2111
  37   56  0.9518 4619
  37   57  0.9379 2151
  37   58  0.8536 4603
  37   59  0.9360 3909
  37   60  0.9164 3685
  37   61  0.8856 3893
  37   62  0.9501 3744
  37   63  0.7956 3884
  37   64  0.9530 3608
  37   65  0.8486 3492
  37   66  0.9499 3945
  38   39  0.8336 1038
  38   40  0.7600  692
  38   41  0.7329 1167
  38   42  0.8019 1079
  38   43  0.8559 2162
  38   44  0.7293 1165
  38   45  0.8015 2169
  38   46  0.7016 1163
  38   47  0.8059 2116
  38   48  0.7867 1363
  38   49  0.6771 2141
  38   50  0.8428 1350
  38   51  0.7398 2074
  38   52  0.7269 1886
  38   53  0.8093 1891
  38   54  0.8253 2061
  38   55  0.8453 1094
  38   56  0.7329 2415
  38   57  0.8412 1114
  38   58  0.5866 2455
  38   59  0.8798 1876
  38   60  0.8444 1963
  38   61  0.8672 1857
  38   62  0.8810 1995
  38   63  0.5698 3003
  38   64  0.7191 1936
  38   65  0.7069 1986
  38   66  0.7403 2922
  39   40  0.5546 3347
  39   41  0.9285 5036
  39   42  0.7190 5204
  39   43  0.4786 3369
  39   44  0.5936 3275
  39   45  0.4782 3416
  39   46  0.6117 3218
  39   47  0.5645 4510
  39   48  0.4338 2396
  39   49  0.4816 4584
  39   50  0.4643 2334
  39   51  0.3687 3446
  39   52  0.5219 4129
  39   53  0.6153 4157
  39   54  0.4656 3496
  39   55  0.4624 2155
  39   56  0.5695 4557
  39   57  0.4520 2201
  39   58  0.4807 4541
  39   59  0.4874 3943
  39   60  0.4708 3705
  39   61  0.5186 3935
  39   62  0.5206 3763
  39   63  0.4778 3806
  39   64  0.5528 3461
  39   65  0.4851 3345
  39   66  0.5686 3860
  40   41  0.5953 3432
  40   42  0.8551 3404
  40   43  0.8250 1836
  40   44  0.8025 3159
  40   45  0.7053 1854
  40   46  0.8880 3114
  40   47  0.8896 3599
  40   48  0.7058 1114
  40   49  0.7355 3565
  40   50  0.8039 1082
  40   51  0.5934 2115
  40   52  0.7910 3916
  40   53  0.8559 3936
  40   54  0.7569 2184
  40   55  0.9068 1332
  40   56  0.9140 3298
  40   57  0.9029 1369
  40   58  0.8412 3272
  40   59  0.9053 2951
  40   60  0.8675 2570
  40   61  0.8689 2929
  40   62  0.9027 2627
  40   63  0.8103 2676
  40   64  0.9095 2029
  40   65  0.8145 1954
  40   66  0.9124 2728
  41   42  0.7629 5549
  41   43  0.5630 3742
  41   44  0.6076 3019
  41   45  0.5377 3783
  41   46  0.6140 2963
  41   47  0.5807 4814
  41   48  0.5073 2594
  41   49  0.4860 4917
  41   50  0.5526 2525
  41   51  0.4192 3935
  41   52  0.5090 4191
  41   53  0.6228 4208
  41   54  0.5290 3985
  41   55  0.5470 2304
  41   56  0.5916 4705
  41   57  0.5368 2355
  41   58  0.5412 4699
  41   59  0.5294 4400
  41   60  0.5239 4020
  41   61  0.5470 4396
  41   62  0.5702 4093
  41   63  0.5425 3980
  41   64  0.5833 3339
  41   65  0.5060 3298
  41   66  0.5950 4074
  42   43  0.8781 3605
  42   44  0.8260 3045
  42   45  0.7912 3638
  42   46  0.8573 3013
  42   47  0.8686 4697
  42   48  0.7540 2503
  42   49  0.7679 4779
  42   50  0.8686 2433
  42   51  0.6980 3776
  42   52  0.7875 4149
  42   53  0.8333 4190
  42   54  0.8438 3829
  42   55  0.9076 2245
  42   56  0.8778 4631
  42   57  0.9016 2290
  42   58  0.8061 4618
  42   59  0.8600 4251
  42   60  0.8435 3910
  42   61  0.8438 4250
  42   62  0.8882 3981
  42   63  0.7657 3918
  42   64  0.8913 3405
  42   65  0.8014 3337
  42   66  0.8701 3999
  43   44  0.9346 1163
  43   45  0.9068 5578
  43   46  0.9352 1100
  43   47  0.9758 3464
  43   48  0.8588 3722
  43   49  0.8807 3530
  43   50  0.9836 3651
  43   51  0.8543 4820
  43   52  0.9446 2323
  43   53  0.8112 2336
  43   54  0.9693 4857
  43   55  0.9315 3187
  43   56  0.9133 3369
  43   57  0.9302 3227
  43   58  0.8619 3447
  43   59  0.8910 4876
  43   60  0.9047 4792
  43   61  0.8608 4819
  43   62  0.9325 4893
  43   63  0.8450 3666
  43   64  0.9330 2267
  43   65  0.8006 2282
  43   66  0.9381 3682
  44   45  0.9677 1180
  44   46  0.9029 4012
  44   47  0.9478 3013
  44   48  0.8332  703
  44   49  0.9612 3008
  44   50  0.9610  689
  44   51  0.7424 1271
  44   52  0.9747 3701
  44   53  0.8472 3730
  44   54  0.9523 1323
  44   55  0.8234  958
  44   56  0.8927 3275
  44   57  0.8280  991
  44   58  0.8048 3245
  44   59  0.8117 2149
  44   60  0.8291 1931
  44   61  0.7869 2133
  44   62  0.8595 1969
  44   63  0.7631 2769
  44   64  0.8934 2244
  44   65  0.8213 2185
  44   66  0.8919 2800
  45   46  0.8292 1115
  45   47  0.9020 3509
  45   48  0.8760 3705
  45   49  0.9410 3558
  45   50  0.9540 3641
  45   51  0.7774 4837
  45   52  0.9609 2359
  45   53  0.6842 2365
  45   54  0.9443 4860
  45   55  0.8226 3159
  45   56  0.7915 3419
  45   57  0.8248 3218
  45   58  0.7595 3499
  45   59  0.7962 4907
  45   60  0.7821 4855
  45   61  0.8252 4873
  45   62  0.8259 4950
  45   63  0.7390 3738
  45   64  0.8087 2307
  45   65  0.7200 2319
  45   66  0.8302 3750
  46   47  0.9797 2967
  46   48  0.7735  677
  46   49  0.8632 2970
  46   50  0.9257  660
  46   51  0.6809 1212
  46   52  0.9209 3659
  46   53  0.8850 3708
  46   54  0.8593 1268
  46   55  0.9542  959
  46   56  0.9638 3237
  46   57  0.9488  992
  46   58  0.8845 3209
  46   59  0.9572 2111
  46   60  0.9316 1892
  46   61  0.9145 2098
  46   62  0.9672 1923
  46   63  0.8301 2739
  46   64  0.9671 2219
  46   65  0.8928 2160
  46   66  0.9685 2775
  47   48  0.8419 1981
  47   49  0.8791 5940
  47   50  0.9739 1937
  47   51  0.7493 3979
  47   52  0.9450 4637
  47   53  0.8797 4656
  47   54  0.9506 4034
  47   55  0.9479 1638
  47   56  0.9585 5149
  47   57  0.9464 1678
  47   58  0.8859 5139
  47   59  0.9399 4263
  47   60  0.9140 3708
  47   61  0.9065 4265
  47   62  0.9562 3793
  47   63  0.8412 4536
  47   64  0.9626 3689
  47   65  0.8641 3652
  47   66  0.9639 4619
  48   49  0.7652 2049
  48   50  0.9204 4077
  48   51  0.7308 3226
  48   52  0.8345 1120
  48   53  0.7024 1154
  48   54  0.8280 3267
  48   55  0.8271 3288
  48   56  0.7789 1846
  48   57  0.8298 3357
  48   58  0.7427 1906
  48   59  0.7799 3359
  48   60  0.8343 3621
  48   61  0.7952 3315
  48   62  0.8230 3694
  48   63  0.7126 2127
  48   64  0.8031 1309
  48   65  0.7305 1312
  48   66  0.8141 2129
  49   50  0.8989 1997
  49   51  0.7372 4046
  49   52  0.9589 4642
  49   53  0.7375 4641
  49   54  0.9414 4093
  49   55  0.7272 1668
  49   56  0.7860 5217
  49   57  0.7375 1711
  49   58  0.7715 5214
  49   59  0.7456 4288
  49   60  0.7413 3745
  49   61  0.7290 4296
  49   62  0.7794 3824
  49   63  0.7234 4614
  49   64  0.8052 3752
  49   65  0.7303 3709
  49   66  0.8083 4703
  50   51  0.8460 3188
  50   52  0.9600 1080
  50   53  0.8282 1112
  50   54  0.9747 3184
  50   55  0.9135 3306
  50   56  0.8846 1776
  50   57  0.9140 3364
  50   58  0.8238 1833
  50   59  0.8848 3301
  50   60  0.9054 3514
  50   61  0.8973 3235
  50   62  0.9221 3595
  50   63  0.8061 2062
  50   64  0.9232 1257
  50   65  0.7873 1262
  50   66  0.9189 2073
  51   52  0.6887 2732
  51   53  0.6052 2742
  51   54  0.8641 5585
  51   55  0.7916 2883
  51   56  0.7149 3661
  51   57  0.7937 2931
  51   58  0.7090 3742
  51   59  0.7057 4973
  51   60  0.7599 4366
  51   61  0.6576 4976
  51   62  0.7774 4471
  51   63  0.7091 3823
  51   64  0.6958 2567
  51   65  0.6213 2571
  51   66  0.7673 3855
  52   53  0.7332 5407
  52   54  0.9655 2781
  52   55  0.8490 1164
  52   56  0.8698 4575
  52   57  0.8584 1200
  52   58  0.7924 4555
  52   59  0.8247 3363
  52   60  0.8099 2909
  52   61  0.8144 3367
  52   62  0.8511 2968
  52   63  0.7610 3989
  52   64  0.8887 3347
  52   65  0.8315 3291
  52   66  0.8817 4040
  53   54  0.7817 2815
  53   55  0.8880 1227
  53   56  0.8924 4593
  53   57  0.8809 1262
  53   58  0.7693 4576
  53   59  0.8759 3402
  53   60  0.8444 2929
  53   61  0.8370 3404
  53   62  0.8771 2988
  53   63  0.7259 3990
  53   64  0.8770 3400
  53   65  0.7737 3345
  53   66  0.8685 4051
  54   55  0.8725 2903
  54   56  0.8549 3702
  54   57  0.8749 2946
  54   58  0.8263 3779
  54   59  0.8273 5044
  54   60  0.8477 4405
  54   61  0.8069 5046
  54   62  0.8807 4516
  54   63  0.8062 3830
  54   64  0.8695 2575
  54   65  0.7576 2578
  54   66  0.8879 3861
  55   56  0.9818 1349
  55   57  0.9964 3914
  55   58  0.9187 1376
  55   59  0.9765 3020
  55   60  0.9729 2999
  55   61  0.9735 2962
  55   62  0.9935 3094
  55   63  0.8814 1451
  55   64  0.9949  840
  55   65  0.8670  836
