   i    j      cc  nref
  32   75  0.9841  997
  32   76  0.9624 1668
  32   77  0.9801 3985
  32   78  0.9875 3970
  32   79  0.9317 4648
  32   80  0.9478 1555
  32   81  0.9679  725
  32   82  0.9867 4714
  33   34  0.7129 2537
  33   35  0.8688 2961
  33   36  0.8790 3237
  33   37  0.8977 3292
  33   38  0.9288 3969
  33   39  0.8671 3393
  33   40  0.8251 2360
  33   41  0.9466 1714
  33   42  0.9471 1534
  33   43  0.8968 3319
  33   44  0.8268 2330
  33   45  0.9224 3908
  33   46  0.8650 3392
  33   47  0.8203 2349
  33   48  0.9359 1701
  33   49  0.9554 1470
  33   50  0.8909 3281
  33   51  0.9166 3931
  33   52  0.8659 3382
  33   53  0.8316 2342
  33   54  0.9540 1700
  33   55  0.9526 1686
  33   56  0.9492 1488
  33   57  0.6176 3196
  33   58  0.6685 3527
  33   59  0.9582 1441
  33   60  0.9443  887
  33   61  0.9408 2416
  33   62  0.8987 3807
  33   63  0.8750 3639
  33   64  0.8890 2765
  33   65  0.9542 1455
  33   66  0.9425  899
  33   67  0.8664 3643
  33   68  0.9420 2430
  33   69  0.8984 3636
  33   70  0.8719 3528
  33   71  0.8570 2713
  33   72  0.9509 1440
  33   73  0.9432  882
  33   74  0.9393 2406
  33   75  0.8987 3562
  33   76  0.8612 3319
  33   77  0.8897 2652
  33   78  0.8871 2765
  33   79  0.9040 1398
  33   80  0.9412  900
  33   81  0.9241 2422
  33   82  0.9485 1458
  34   35  0.9523  698
  34   36  0.8480 2776
  34   37  0.6605 2395
  34   38  0.6298 3103
  34   39  0.8043 3026
  34   40  0.8129 1260
  34   41  0.6807  879
  34   42  0.7766 1278
  34   43  0.6669 2412
  34   44  0.8019 1245
  34   45  0.6406 3038
  34   46  0.8122 3037
  34   47  0.8062 1267
  34   48  0.6996  850
  34   49  0.7627 1255
  34   50  0.6712 2378
  34   51  0.6174 3105
  34   52  0.8229 3033
  34   53  0.8077 1260
  34   54  0.6901  875
  34   55  0.6967  854
  34   56  0.7802 1256
  34   57  0.5077 2295
  34   58  0.5948 2767
  34   59  0.8069 1238
  34   60  0.5327  759
  34   61  0.6554 3400
  34   62  0.7152 3750
  34   63  0.8749 1928
  34   64  0.8542  983
  34   65  0.7480  711
  34   66  0.5314  790
  34   67  0.8688 1959
  34   68  0.6536 3390
  34   69  0.7195 3546
  34   70  0.8798 1822
  34   71  0.7870  941
  34   72  0.7476  709
  34   73  0.5778  741
  34   74  0.6643 3423
  34   75  0.7299 3477
  34   76  0.8769 1640
  34   77  0.8583  885
  34   78  0.8600  976
  34   79  0.6933  707
  34   80  0.5847  824
  34   81  0.6390 3444
  34   82  0.7551  722
  35   36  0.9761 2817
  35   37  0.9870 1295
  35   38  0.9781 1544
  35   39  0.9915 2936
  35   40  0.9917 4591
  35   41  0.9920 3515
  35   42  0.9942 1577
  35   43  0.9948 1299
  35   44  0.9831 4537
  35   45  0.9897 1529
  35   46  0.9925 2931
  35   47  0.9774 4554
  35   48  0.9851 3472
  35   49  0.9477 1503
  35   50  0.9925 1288
  35   51  0.9870 1530
  35   52  0.9884 2919
  35   53  0.9844 4555
  35   54  0.9899 3475
  35   55  0.9856 3436
  35   56  0.9882 1531
  35   57  0.7967 1248
  35   58  0.7382 1405
  35   59  0.9773 1474
  35   60  0.9847  660
  35   61  0.9774  678
  35   62  0.9746 1788
  35   63  0.9809 4070
  35   64  0.9889 5209
  35   65  0.9818 2487
  35   66  0.9797  632
  35   67  0.9751 3998
  35   68  0.9716  675
  35   69  0.9772 1709
  35   70  0.9809 4031
  35   71  0.9805 5093
  35   72  0.9829 2430
  35   73  0.9788  595
  35   74  0.9780  678
  35   75  0.9718 1703
  35   76  0.9728 3887
  35   77  0.9782 4969
  35   78  0.9860 5196
  35   79  0.9302 2351
  35   80  0.9817  570
  35   81  0.9584  655
  35   82  0.9782 2475
  36   37  0.9623 1752
  36   38  0.9410 3117
  36   39  0.9595 6546
  36   40  0.9778 2712
  36   41  0.9815 1374
  36   42  0.9789 1537
  36   43  0.9589 1756
  36   44  0.9858 2651
  36   45  0.9453 3045
  36   46  0.9641 6598
  36   47  0.9737 2689
  36   48  0.9482 1330
  36   49  0.9737 1513
  36   50  0.9613 1743
  36   51  0.9276 3106
  36   52  0.9739 6490
  36   53  0.9786 2686
  36   54  0.9813 1357
  36   55  0.9876 1330
  36   56  0.9860 1490
  36   57  0.8204 1648
  36   58  0.6936 2812
  36   59  0.9881 1475
  36   60  0.9883 1259
  36   61  0.9890 2300
  36   62  0.9799 4101
  36   63  0.9921 4660
  36   64  0.9847 2166
  36   65  0.9850  831
  36   66  0.9708 1263
  36   67  0.9874 4676
  36   68  0.9884 2296
  36   69  0.9843 4014
  36   70  0.9910 4498
  36   71  0.9468 2048
  36   72  0.9801  813
  36   73  0.9725 1233
  36   74  0.9890 2305
  36   75  0.9812 3950
  36   76  0.9868 4299
  36   77  0.9843 1937
  36   78  0.9849 2173
  36   79  0.9386  849
  36   80  0.9866 1257
  36   81  0.9826 2296
  36   82  0.9865  824
  37   38  0.9586 3463
  37   39  0.9846 1884
  37   40  0.9898  738
  37   41  0.9887 1267
  37   42  0.9837 3400
  37   43  0.9792 6727
  37   44  0.9879  723
  37   45  0.9814 3415
  37   46  0.9839 1892
  37   47  0.9865  737
  37   48  0.9755 1243
  37   49  0.9610 3295
  37   50  0.9703 6756
  37   51  0.9700 3442
  37   52  0.9759 1863
  37   53  0.9873  722
  37   54  0.9886 1247
  37   55  0.9861 1240
  37   56  0.9850 3337
  37   57  0.7072 6464
  37   58  0.7334 3012
  37   59  0.9735 3241
  37   60  0.9790 2940
  37   61  0.9657 3968
  37   62  0.9745 2699
  37   63  0.9680 1529
  37   64  0.9852 1329
  37   65  0.9869 1745
  37   66  0.9665 2957
  37   67  0.9548 1520
  37   68  0.9612 3905
  37   69  0.9686 2517
  37   70  0.9598 1459
  37   71  0.9575 1317
  37   72  0.9764 1774
  37   73  0.9617 2883
  37   74  0.9487 3812
  37   75  0.9582 2429
  37   76  0.9466 1376
  37   77  0.9783 1281
  37   78  0.9853 1336
  37   79  0.9527 1847
  37   80  0.9674 2934
  37   81  0.9404 3762
  37   82  0.9833 1700
  38   39  0.9886 3343
  38   40  0.9900  978
  38   41  0.9828 1101
  38   42  0.9782 2050
  38   43  0.9834 3515
  38   44  0.9803  953
  38   45  0.9860 6913
  38   46  0.9880 3367
  38   47  0.9856  977
  38   48  0.9755 1073
  38   49  0.9499 1991
  38   50  0.9876 3470
  38   51  0.9928 7078
  38   52  0.9770 3326
  38   53  0.9860  968
  38   54  0.9886 1086
  38   55  0.9828 1073
  38   56  0.9738 1997
  38   57  0.7864 3367
  38   58  0.6792 6144
  38   59  0.8591 1967
  38   60  0.8045 2099
  38   61  0.9790 3702
  38   62  0.9815 4526
  38   63  0.9662 2482
  38   64  0.9750 1067
  38   65  0.9794  953
  38   66  0.9698 2141
  38   67  0.9515 2503
  38   68  0.9787 3693
  38   69  0.9742 4268
  38   70  0.9620 2351
  38   71  0.9631 1034
  38   72  0.9764  958
  38   73  0.8079 2085
  38   74  0.9723 3680
  38   75  0.9704 4128
  38   76  0.9471 2148
  38   77  0.9783  985
  38   78  0.9751 1072
  38   79  0.9244  995
  38   80  0.9641 2163
  38   81  0.9635 3645
  38   82  0.9812  929
  39   40  0.9947 2827
  39   41  0.9914 1457
  39   42  0.9886 1651
  39   43  0.9896 1887
  39   44  0.9862 2783
  39   45  0.9918 3288
  39   46  0.9913 7005
  39   47  0.9837 2838
  39   48  0.9600 1409
  39   49  0.9782 1615
  39   50  0.9904 1873
  39   51  0.9918 3334
  39   52  0.9830 7005
  39   53  0.9861 2800
  39   54  0.9902 1435
  39   55  0.9888 1401
  39   56  0.9914 1604
  39   57  0.8002 1769
  39   58  0.6415 2979
  39   59  0.9870 1584
  39   60  0.9814 1332
  39   61  0.9816 2476
  39   62  0.9766 4340
  39   63  0.9757 4843
  39   64  0.9799 2266
  39   65  0.9812  889
  39   66  0.9751 1348
  39   67  0.9624 4833
  39   68  0.9793 2459
  39   69  0.9709 4205
  39   70  0.9720 4659
  39   71  0.9536 2143
  39   72  0.9836  871
  39   73  0.9750 1295
  39   74  0.9732 2471
  39   75  0.9629 4133
  39   76  0.9603 4402
  39   77  0.9755 2016
  39   78  0.9816 2265
  39   79  0.8744  904
  39   80  0.9633 1346
  39   81  0.9618 2466
  39   82  0.9786  881
  40   41  0.9928 2838
  40   42  0.9936 1029
  40   43  0.9960  731
  40   44  0.9915 5911
  40   45  0.9911  955
  40   46  0.9945 2846
  40   47  0.9808 5954
  40   48  0.9812 2776
  40   49  0.9757  987
  40   50  0.9946  725
  40   51  0.9927  965
  40   52  0.9949 2817
  40   53  0.9901 5969
  40   54  0.9903 2792
  40   55  0.9910 2753
  40   56  0.9939  982
  40   57  0.8049  665
  40   58  0.5584  880
  40   59  0.9890  965
  40   60  0.9887  882
  40   61  0.9915 1341
  40   62  0.9872 2054
  40   63  0.9835 3858
  40   64  0.9892 4368
  40   65  0.9894 1983
  40   66  0.9825  873
  40   67  0.9770 3782
  40   68  0.9903 1320
  40   69  0.9875 1950
  40   70  0.9809 3802
  40   71  0.9669 4276
  40   72  0.9877 1931
  40   73  0.9812  836
  40   74  0.9854 1309
  40   75  0.9872 1942
  40   76  0.9734 3633
  40   77  0.9842 4179
  40   78  0.9871 4349
  40   79  0.9063 1876
  40   80  0.9844  856
  40   81  0.8789 1290
  40   82  0.9868 2004
  41   42  0.9962 3030
  41   43  0.9917 1269
  41   44  0.9879 2839
  41   45  0.9917 1099
  41   46  0.9939 1464
  41   47  0.9905 2798
  41   48  0.9740 6392
  41   49  0.9716 2949
  41   50  0.9895 1263
  41   51  0.9908 1101
  41   52  0.9929 1449
  41   53  0.9959 2793
  41   54  0.9963 6484
  41   55  0.9942 6348
  41   56  0.9935 2957
  41   57  0.8178 1245
  41   58  0.7111 1002
  41   59  0.9894 2939
  41   60  0.9882 2161
  41   61  0.9921 1225
  41   62  0.9832  827
  41   63  0.9816 1685
  41   64  0.9941 4027
  41   65  0.9903 4882
  41   66  0.9776 2092
  41   67  0.9727 1656
  41   68  0.9908 1202
  41   69  0.9846  794
  41   70  0.9832 1671
  41   71  0.9758 3994
  41   72  0.9889 4817
  41   73  0.9781 1977
  41   74  0.9893 1172
  41   75  0.9802  787
  41   76  0.9679 1606
  41   77  0.9771 3999
  41   78  0.9915 3992
  41   79  0.9245 4751
  41   80  0.9766 1930
  41   81  0.9847 1097
  41   82  0.9871 4874
  42   43  0.9946 3372
  42   44  0.9912 1020
  42   45  0.9941 2007
  42   46  0.9930 1653
  42   47  0.9929 1017
  42   48  0.9753 3015
  42   49  0.9607 6872
  42   50  0.9922 3369
  42   51  0.9877 2044
  42   52  0.9894 1633
  42   53  0.9939 1008
  42   54  0.9948 3006
  42   55  0.9894 2997
  42   56  0.9963 7018
  42   57  0.8642 3244
  42   58  0.7221 1741
  42   59  0.9615 6784
  42   60  0.9053 3927
  42   61  0.9733 2823
  42   62  0.9711 1397
  42   63  0.9725 1255
  42   64  0.9914 2345
  42   65  0.9896 3669
  42   66  0.9667 3906
  42   67  0.9612 1279
  42   68  0.9670 2716
  42   69  0.9655 1302
  42   70  0.9776 1235
  42   71  0.9671 2307
  42   72  0.9839 3704
  42   73  0.9002 3753
  42   74  0.9654 2642
  42   75  0.9626 1218
  42   76  0.9642 1146
  42   77  0.9718 2284
  42   78  0.9879 2337
  42   79  0.9277 3784
  42   80  0.9650 3785
  42   81  0.9528 2538
  42   82  0.9875 3619
  43   44  0.9845  716
  43   45  0.9956 3432
  43   46  0.9963 1899
  43   47  0.9961  732
  43   48  0.9844 1246
  43   49  0.9889 3351
  43   50  0.9970 6698
  43   51  0.9935 3509
  43   52  0.9907 1871
  43   53  0.9962  716
  43   54  0.9947 1253
  43   55  0.9851 1245
  43   56  0.9890 3322
  43   57  0.8000 6573
  43   58  0.7119 3018
  43   59  0.9871 3298
  43   60  0.9840 2963
  43   61  0.9735 3966
  43   62  0.9790 2706
  43   63  0.9744 1531
  43   64  0.9794 1330
  43   65  0.9833 1769
  43   66  0.9711 2984
  43   67  0.9597 1526
  43   68  0.9690 3909
  43   69  0.9722 2520
  43   70  0.9712 1460
  43   71  0.9392 1311
  43   72  0.9794 1790
  43   73  0.9669 2899
  43   74  0.9602 3808
  43   75  0.9650 2435
  43   76  0.9651 1376
  43   77  0.9784 1277
  43   78  0.9734 1330
  43   79  0.9218 1865
  43   80  0.9666 2958
  43   81  0.9461 3758
  43   82  0.9803 1723
  44   45  0.9706  931
  44   46  0.9766 2759
  44   47  0.9694 5889
  44   48  0.9785 2775
  44   49  0.9751  977
  44   50  0.9814  712
  44   51  0.9713  941
  44   52  0.9789 2777
  44   53  0.9819 5861
  44   54  0.9882 2797
  44   55  0.9957 2762
  44   56  0.9931  974
  44   57  0.7923  656
  44   58  0.5637  862
  44   59  0.9892  957
  44   60  0.9932  885
  44   61  0.9934 1326
  44   62  0.9945 2027
  44   63  0.9914 3810
  44   64  0.9945 4362
  44   65  0.9927 1994
  44   66  0.9912  878
  44   67  0.9882 3736
  44   68  0.9938 1304
  44   69  0.9947 1927
  44   70  0.9907 3755
  44   71  0.9738 4266
  44   72  0.9941 1943
  44   73  0.9898  841
  44   74  0.9919 1294
  44   75  0.9943 1916
  44   76  0.9860 3591
  44   77  0.9914 4178
  44   78  0.9949 4343
  44   79  0.9028 1885
  44   80  0.9842  859
  44   81  0.8598 1276
  44   82  0.9931 2014
  45   46  0.9957 3281
  45   47  0.9929  953
  45   48  0.9758 1071
  45   49  0.9513 1956
  45   50  0.9944 3441
  45   51  0.9950 6847
  45   52  0.9893 3282
  45   53  0.9895  945
  45   54  0.9928 1085
  45   55  0.9881 1076
  45   56  0.9881 1962
  45   57  0.7394 3282
  45   58  0.7133 6103
  45   59  0.8583 1926
  45   60  0.8057 2063
  45   61  0.9686 3620
  45   62  0.9709 4449
  45   63  0.9661 2436
  45   64  0.9822 1054
  45   65  0.9841  950
  45   66  0.9702 2098
  45   67  0.9444 2464
  45   68  0.9641 3612
  45   69  0.9616 4208
  45   70  0.9605 2311
  45   71  0.9683 1021
  45   72  0.9807  958
  45   73  0.8076 2057
  45   74  0.9517 3589
  45   75  0.9529 4058
  45   76  0.9474 2128
  45   77  0.9794  978
  45   78  0.9767 1057
  45   79  0.9265  995
  45   80  0.9616 2121
  45   81  0.9408 3564
  45   82  0.9844  928
  46   47  0.9926 2827
  46   48  0.9588 1418
  46   49  0.9808 1621
  46   50  0.9962 1882
  46   51  0.9928 3376
  46   52  0.9946 6942
  46   53  0.9925 2823
  46   54  0.9919 1442
  46   55  0.9884 1410
  46   56  0.9928 1605
  46   57  0.8212 1778
  46   58  0.6451 2974
  46   59  0.9871 1591
  46   60  0.9842 1340
  46   61  0.9856 2485
  46   62  0.9713 4347
  46   63  0.9726 4839
  46   64  0.9797 2256
  46   65  0.9833  897
  46   66  0.9707 1353
  46   67  0.9581 4826
  46   68  0.9829 2466
  46   69  0.9664 4214
  46   70  0.9688 4655
  46   71  0.9479 2134
  46   72  0.9819  878
  46   73  0.9721 1302
  46   74  0.9785 2482
  46   75  0.9573 4141
  46   76  0.9575 4397
  46   77  0.9780 2009
  46   78  0.9765 2256
  46   79  0.8999  912
  46   80  0.9735 1355
  46   81  0.9672 2472
  46   82  0.9794  889
  47   48  0.9663 2731
  47   49  0.9608  976
  47   50  0.9941  726
  47   51  0.9893  965
  47   52  0.9897 2837
  47   53  0.9951 5938
  47   54  0.9872 2754
  47   55  0.9771 2709
  47   56  0.9920  972
  47   57  0.8017  667
  47   58  0.5541  877
  47   59  0.9761  958
  47   60  0.9825  875
  47   61  0.9856 1340
  47   62  0.9784 2053
  47   63  0.9674 3842
  47   64  0.9666 4337
  47   65  0.9794 1946
  47   66  0.9770  867
  47   67  0.9584 3764
  47   68  0.9717 1318
  47   69  0.9786 1949
  47   70  0.9655 3781
  47   71  0.9465 4248
  47   72  0.9753 1899
  47   73  0.9730  830
  47   74  0.9773 1308
  47   75  0.9703 1939
  47   76  0.9540 3617
  47   77  0.9602 4150
  47   78  0.9607 4319
  47   79  0.9118 1842
  47   80  0.9776  851
  47   81  0.9166 1291
  47   82  0.9765 1966
  48   49  0.9711 2893
  48   50  0.9816 1239
  48   51  0.9774 1074
  48   52  0.9574 1403
  48   53  0.9739 2733
  48   54  0.9823 6355
  48   55  0.9755 6339
  48   56  0.9797 2942
  48   57  0.8137 1223
  48   58  0.6852  982
  48   59  0.9726 2875
  48   60  0.9475 2090
  48   61  0.9484 1183
  48   62  0.9336  792
  48   63  0.9602 1650
  48   64  0.9869 3969
  48   65  0.9725 4850
  48   66  0.9361 2026
  48   67  0.9567 1626
  48   68  0.9478 1153
  48   69  0.9305  762
  48   70  0.9698 1647
  48   71  0.9543 3934
  48   72  0.9708 4779
  48   73  0.9359 1917
  48   74  0.9562 1131
  48   75  0.9383  750
  48   76  0.9579 1578
  48   77  0.9834 3941
  48   78  0.9839 3932
  48   79  0.9029 4711
  48   80  0.9494 1868
  48   81  0.9448 1052
  48   82  0.9674 4842
  49   50  0.9870 3286
  49   51  0.9534 1983
  49   52  0.9817 1601
  49   53  0.9672  966
  49   54  0.9764 2930
  49   55  0.9770 2884
  49   56  0.9551 6794
  49   57  0.8917 3211
  49   58  0.7054 1704
  49   59  0.9812 6773
  49   60  0.9521 3867
  49   61  0.9547 2774
  49   62  0.9766 1356
  49   63  0.9735 1218
  49   64  0.9650 2265
  49   65  0.9741 3564
  49   66  0.9349 3835
  49   67  0.9662 1245
  49   68  0.9477 2683
  49   69  0.9684 1273
  49   70  0.9746 1200
  49   71  0.9358 2224
  49   72  0.9700 3598
  49   73  0.9334 3705
  49   74  0.9459 2593
  49   75  0.9682 1197
  49   76  0.9682 1121
  49   77  0.9709 2207
  49   78  0.9605 2257
  49   79  0.9013 3674
  49   80  0.9446 3715
  49   81  0.9339 2495
  49   82  0.9694 3513
  50   51  0.9943 3455
  50   52  0.9899 1860
  50   53  0.9960  711
  50   54  0.9935 1244
  50   55  0.9845 1241
  50   56  0.9858 3319
  50   57  0.8284 6444
  50   58  0.7146 3025
  50   59  0.9852 3224
  50   60  0.9835 2931
  50   61  0.9703 3949
  50   62  0.9789 2678
  50   63  0.9730 1520
  50   64  0.9752 1304
  50   65  0.9804 1748
  50   66  0.9722 2949
  50   67  0.9591 1515
  50   68  0.9676 3892
  50   69  0.9722 2512
  50   70  0.9730 1456
  50   71  0.9379 1292
  50   72  0.9787 1773
  50   73  0.9685 2876
  50   74  0.9602 3789
  50   75  0.9673 2424
  50   76  0.9680 1379
  50   77  0.9740 1259
  50   78  0.9700 1312
  50   79  0.9115 1845
  50   80  0.9641 2926
  50   81  0.9472 3740
  50   82  0.9792 1703
  51   52  0.9819 3326
  51   53  0.9900  963
  51   54  0.9950 1090
  51   55  0.9882 1076
  51   56  0.9790 1995
  51   57  0.7630 3350
  51   58  0.6953 6096
  51   59  0.8582 1961
  51   60  0.8044 2093
  51   61  0.9707 3697
  51   62  0.9694 4501
  51   63  0.9562 2468
  51   64  0.9834 1047
  51   65  0.9851  947
  51   66  0.9694 2131
  51   67  0.9361 2492
  51   68  0.9677 3693
  51   69  0.9597 4248
  51   70  0.9504 2338
  51   71  0.9706 1021
  51   72  0.9810  953
  51   73  0.8091 2081
  51   74  0.9573 3674
  51   75  0.9519 4105
  51   76  0.9335 2141
  51   77  0.9831  967
  51   78  0.9761 1049
  51   79  0.9286  990
  51   80  0.9569 2157
  51   81  0.9471 3640
  51   82  0.9868  922
  52   53  0.9915 2808
  52   54  0.9909 1432
  52   55  0.9879 1397
  52   56  0.9897 1593
  52   57  0.8290 1753
  52   58  0.6639 2965
  52   59  0.9874 1572
  52   60  0.9831 1328
  52   61  0.9834 2468
  52   62  0.9699 4334
  52   63  0.9758 4804
  52   64  0.9803 2249
  52   65  0.9868  888
  52   66  0.9688 1341
  52   67  0.9634 4787
  52   68  0.9806 2452
  52   69  0.9678 4199
  52   70  0.9719 4619
  52   71  0.9554 2124
  52   72  0.9843  875
  52   73  0.9702 1287
  52   74  0.9775 2464
  52   75  0.9596 4126
  52   76  0.9620 4367
  52   77  0.9741 1997
  52   78  0.9782 2251
  52   79  0.9077  903
  52   80  0.9731 1339
  52   81  0.9658 2459
  52   82  0.9836  880
  53   54  0.9938 2760
  53   55  0.9901 2714
  53   56  0.9942  969
  53   57  0.8098  651
  53   58  0.5615  874
  53   59  0.9840  948
  53   60  0.9844  878
  53   61  0.9897 1332
  53   62  0.9834 2035
  53   63  0.9735 3832
  53   64  0.9805 4328
  53   65  0.9848 1953
  53   66  0.9728  868
  53   67  0.9645 3755
  53   68  0.9774 1316
  53   69  0.9831 1936
  53   70  0.9731 3776
  53   71  0.9591 4241
  53   72  0.9820 1903
  53   73  0.9726  830
  53   74  0.9817 1306
  53   75  0.9749 1927
  53   76  0.9628 3610
  53   77  0.9746 4140
  53   78  0.9761 4307
  53   79  0.9180 1848
  53   80  0.9851  849
  53   81  0.9149 1287
  53   82  0.9839 1971
  54   55  0.9939 6316
  54   56  0.9956 2943
  54   57  0.8303 1230
  54   58  0.7214  992
  54   59  0.9919 2912
  54   60  0.9903 2140
  54   61  0.9930 1214
  54   62  0.9898  810
  54   63  0.9809 1654
  54   64  0.9943 3990
  54   65  0.9933 4848
  54   66  0.9806 2070
  54   67  0.9767 1627
  54   68  0.9924 1193
  54   69  0.9880  779
  54   70  0.9845 1649
  54   71  0.9780 3964
  54   72  0.9926 4782
  54   73  0.9798 1962
  54   74  0.9929 1166
  54   75  0.9888  771
  54   76  0.9688 1586
  54   77  0.9776 3965
  54   78  0.9925 3959
  54   79  0.9297 4719
  54   80  0.9829 1909
  54   81  0.9851 1089
  54   82  0.9910 4837
  55   56  0.9915 2932
  55   57  0.8357 1221
  55   58  0.7065  989
  55   59  0.9930 2863
  55   60  0.9934 2103
  55   61  0.9932 1199
  55   62  0.9931  799
  55   63  0.9831 1627
  55   64  0.9966 3949
  55   65  0.9918 4839
  55   66  0.9837 2037
  55   67  0.9785 1604
  55   68  0.9918 1173
  55   69  0.9919  770
  55   70  0.9879 1624
  55   71  0.9756 3912
  55   72  0.9921 4770
  55   73  0.9839 1928
  55   74  0.9922 1139
  55   75  0.9919  755
  55   76  0.9776 1564
  55   77  0.9850 3922
  55   78  0.9946 3912
  55   79  0.9232 4703
  55   80  0.9801 1874
  55   81  0.9857 1063
  55   82  0.9896 4833
  56   57  0.8579 3201
  56   58  0.7300 1710
  56   59  0.9613 6698
  56   60  0.9117 3876
  56   61  0.9758 2760
  56   62  0.9719 1359
  56   63  0.9805 1216
  56   64  0.9932 2271
  56   65  0.9933 3611
  56   66  0.9758 3856
  56   67  0.9720 1245
  56   68  0.9711 2659
  56   69  0.9660 1270
  56   70  0.9861 1200
  56   71  0.9686 2241
  56   72  0.9889 3645
  56   73  0.9091 3702
  56   74  0.9683 2583
  56   75  0.9659 1187
  56   76  0.9758 1117
  56   77  0.9768 2211
  56   78  0.9908 2270
  56   79  0.9360 3724
  56   80  0.9737 3726
  56   81  0.9576 2475
  56   82  0.9921 3556
  57   58  0.4976 2905
  57   59  0.8766 3168
  57   60  0.8262 2883
  57   61  0.8134 3832
  57   62  0.7836 2549
  57   63  0.8061 1439
  57   64  0.7965 1264
  57   65  0.8322 1722
  57   66  0.8325 2905
  57   67  0.7993 1445
  57   68  0.8284 3772
  57   69  0.7848 2373
  57   70  0.8162 1377
  57   71  0.7710 1251
  57   72  0.8446 1749
  57   73  0.8274 2821
  57   74  0.8388 3683
  57   75  0.7948 2288
  57   76  0.8334 1286
  57   77  0.8008 1219
  57   78  0.7958 1268
  57   79  0.7269 1815
  57   80  0.8050 2870
  57   81  0.8326 3632
  57   82  0.8390 1682
  58   59  0.6347 1673
  58   60  0.5900 1804
  58   61  0.7420 3201
  58   62  0.7628 4111
  58   63  0.6745 2230
  58   64  0.7404  976
  58   65  0.7438  866
  58   66  0.6666 1828
  58   67  0.6690 2261
  58   68  0.7386 3206
  58   69  0.7781 3918
  58   70  0.6839 2125
  58   71  0.7246  944
  58   72  0.7316  871
  58   73  0.5875 1795
  58   74  0.7379 3194
  58   75  0.7776 3803
  58   76  0.6841 1973
  58   77  0.7382  912
  58   78  0.7158  975
  58   79  0.7161  898
  58   80  0.7218 1843
  58   81  0.7397 3184
  58   82  0.7450  845
  59   60  0.9901 3847
  59   61  0.9088 2714
  59   62  0.9882 1313
  59   63  0.9822 1177
  59   64  0.9900 2248
  59   65  0.9910 3547
  59   66  0.9204 3819
  59   67  0.9758 1206
  59   68  0.9012 2617
  59   69  0.9844 1228
  59   70  0.9782 1154
  59   71  0.9726 2214
  59   72  0.9869 3581
  59   73  0.9736 3679
  59   74  0.8993 2544
  59   75  0.9826 1157
  59   76  0.9717 1080
  59   77  0.9800 2190
  59   78  0.9895 2246
  59   79  0.9293 3661
  59   80  0.9242 3696
  59   81  0.8883 2447
  59   82  0.9887 3492
  60   61  0.8306 2535
  60   62  0.9933  724
  60   63  0.9905  437
  60   64  0.9937  668
  60   65  0.9901 2417
  60   66  0.9491 5417
  60   67  0.9863  466
  60   68  0.8175 2444
  60   69  0.9910  663
  60   70  0.9816  420
  60   71  0.9553  639
  60   72  0.9812 2443
  60   73  0.9906 5202
  60   74  0.8112 2352
  60   75  0.9939  614
  60   76  0.9791  384
  60   77  0.9786  626
  60   78  0.9939  653
  60   79  0.9255 2568
  60   80  0.9427 5131
  60   81  0.8041 2201
  60   82  0.9888 2355
  61   62  0.9975 3095
  61   63  0.9907 1427
  61   64  0.9932 1097
  61   65  0.9920  994
  61   66  0.9912 2608
  61   67  0.9852 1459
  61   68  0.9969 6106
  61   69  0.9972 2896
  61   70  0.9887 1354
  61   71  0.9693 1040
  61   72  0.9914  996
  61   73  0.8247 2545
  61   74  0.9952 5996
  61   75  0.9949 2784
  61   76  0.9781 1244
  61   77  0.9908 1001
  61   78  0.9930 1091
  61   79  0.9326 1001
  61   80  0.9880 2740
  61   81  0.9889 5772
  61   82  0.9929 1000
  62   63  0.9924 3315
  62   64  0.9910 1630
  62   65  0.9941  829
  62   66  0.9794  749
  62   67  0.9840 3364
  62   68  0.9965 3121
  62   69  0.9971 6113
  62   70  0.9900 3177
  62   71  0.9594 1575
  62   72  0.9927  812
  62   73  0.9802  726
  62   74  0.9915 3144
  62   75  0.9941 5926
  62   76  0.9795 2957
  62   77  0.9912 1495
  62   78  0.9914 1622
  62   79  0.9123  805
  62   80  0.9866  781
  62   81  0.9865 3201
  62   82  0.9928  833
  63   64  0.9879 3358
  63   65  0.9878 1196
  63   66  0.9862  434
  63   67  0.9953 6581
  63   68  0.9898 1421
  63   69  0.9928 3241
  63   70  0.9973 6436
  63   71  0.9513 3286
  63   72  0.9893 1172
  63   73  0.9878  398
  63   74  0.9871 1419
  63   75  0.9879 3197
  63   76  0.9951 6112
  63   77  0.9849 3166
  63   78  0.9903 3389
  63   79  0.9366 1125
  63   80  0.9826  428
  63   81  0.9796 1455
  63   82  0.9887 1208
  64   65  0.9964 2919
  64   66  0.9856  644
  64   67  0.9859 3327
  64   68  0.9909 1072
  64   69  0.9923 1531
  64   70  0.9864 3337
  64   71  0.9800 6381
  64   72  0.9959 2874
  64   73  0.9874  608
  64   74  0.9937 1068
  64   75  0.9917 1532
  64   76  0.9806 3193
  64   77  0.9878 6305
  64   78  0.9975 6540
  64   79  0.9471 2779
  64   80  0.9899  600
  64   81  0.9811 1059
  64   82  0.9950 2946
  65   66  0.9716 2316
  65   67  0.9892 1164
  65   68  0.9929  969
  65   69  0.9947  795
  65   70  0.9916 1182
  65   71  0.9727 2936
  65   72  0.9965 5967
  65   73  0.9724 2174
  65   74  0.9936  941
