   i    j      cc  nref
  14   36  0.9761 2693
  14   37  0.9810 2068
  14   38  0.9786 2001
  14   39  0.9866 2827
  14   40  0.9930 3755
  14   41  0.9938 5346
  14   42  0.9920 3687
  14   43  0.9886 2070
  14   44  0.9864 3740
  14   45  0.9885 1990
  14   46  0.9914 2828
  14   47  0.9785 3710
  14   48  0.9787 5258
  14   49  0.9659 3590
  14   50  0.9867 2060
  14   51  0.9882 2001
  14   52  0.9907 2804
  14   53  0.9890 3698
  14   54  0.9929 5288
  14   55  0.9899 5230
  14   56  0.9905 3603
  14   57  0.8124 1992
  14   58  0.6887 1794
  14   59  0.9855 3559
  14   60  0.9748 2392
  14   61  0.9833 2012
  14   62  0.9761 1868
  14   63  0.9658 3200
  14   64  0.9904 5164
  14   65  0.9867 3990
  14   66  0.9635 2347
  14   67  0.9540 3176
  14   68  0.9806 1961
  14   69  0.9741 1771
  14   70  0.9679 3150
  14   71  0.9768 5088
  14   72  0.9850 3938
  14   73  0.9656 2234
  14   74  0.9789 1948
  14   75  0.9723 1734
  14   76  0.9537 3016
  14   77  0.9744 5026
  14   78  0.9887 5144
  14   79  0.9278 3892
  14   80  0.9516 2232
  14   81  0.9663 1872
  14   82  0.9838 3983
  15   16  0.9158 2772
  15   17  0.9468 2663
  15   18  0.9628  974
  15   19  0.9812 3920
  15   20  0.9791 1838
  15   21  0.9677  971
  15   22  0.9830 1214
  15   23  0.9735 2100
  15   24  0.9847 1159
  15   25  0.9590  992
  15   26  0.9767 1191
  15   27  0.6557 1949
  15   28  0.9346 3821
  15   29  0.9672 1814
  15   30  0.9700  988
  15   31  0.6859 1167
  15   32  0.9800 2046
  15   33  0.8130 2242
  15   34  0.8004 1387
  15   35  0.9764 4222
  15   36  0.9729 3005
  15   37  0.9816  829
  15   38  0.9780 1087
  15   39  0.9863 3149
  15   40  0.9851 5375
  15   41  0.9742 2480
  15   42  0.9706 1092
  15   43  0.9803  818
  15   44  0.9841 5312
  15   45  0.9773 1066
  15   46  0.9825 3143
  15   47  0.9655 5368
  15   48  0.9642 2419
  15   49  0.9720 1060
  15   50  0.9771  812
  15   51  0.9765 1072
  15   52  0.9837 3141
  15   53  0.9682 5339
  15   54  0.9788 2439
  15   55  0.9748 2412
  15   56  0.9660 1046
  15   57  0.7280  748
  15   58  0.6301  985
  15   59  0.9757 1043
  15   60  0.9812  980
  15   61  0.9796 1482
  15   62  0.9737 2213
  15   63  0.9741 3904
  15   64  0.9817 3988
  15   65  0.9850 1918
  15   66  0.9854  973
  15   67  0.9712 3828
  15   68  0.9793 1452
  15   69  0.9764 2103
  15   70  0.9708 3830
  15   71  0.9584 3887
  15   72  0.9832 1884
  15   73  0.9777  934
  15   74  0.9794 1440
  15   75  0.9803 2090
  15   76  0.9689 3656
  15   77  0.9746 3785
  15   78  0.9811 3972
  15   79  0.9058 1847
  15   80  0.9700  951
  15   81  0.8787 1421
  15   82  0.9822 1945
  16   17  0.9149 3052
  16   18  0.8728 2061
  16   19  0.9329 4280
  16   20  0.8823 3236
  16   21  0.9000 2082
  16   22  0.8744 1826
  16   23  0.9050 1803
  16   24  0.8703 1783
  16   25  0.8876 2094
  16   26  0.8836 1831
  16   27  0.6934 1730
  16   28  0.8319 4166
  16   29  0.8735 3192
  16   30  0.9051 2080
  16   31  0.7180 1803
  16   32  0.9053 1785
  16   33  0.8559 2932
  16   34  0.7957 2698
  16   35  0.8997 2927
  16   36  0.9504 5187
  16   37  0.8597 2265
  16   38  0.8745 3778
  16   39  0.9040 5425
  16   40  0.9315 2534
  16   41  0.8993 2184
  16   42  0.9017 2218
  16   43  0.8758 2277
  16   44  0.9240 2497
  16   45  0.8919 3726
  16   46  0.9309 5429
  16   47  0.9529 2519
  16   48  0.9042 2147
  16   49  0.8868 2171
  16   50  0.8808 2267
  16   51  0.8765 3767
  16   52  0.9438 5400
  16   53  0.9485 2505
  16   54  0.9034 2162
  16   55  0.8941 2141
  16   56  0.9041 2162
  16   57  0.7331 2170
  16   58  0.6852 3425
  16   59  0.8868 2134
  16   60  0.9088 1772
  16   61  0.8771 2697
  16   62  0.8914 4162
  16   63  0.9417 4673
  16   64  0.8825 2300
  16   65  0.8834 1699
  16   66  0.8941 1772
  16   67  0.9334 4707
  16   68  0.8741 2696
  16   69  0.8918 4053
  16   70  0.9455 4517
  16   71  0.8166 2185
  16   72  0.8770 1674
  16   73  0.8928 1724
  16   74  0.8750 2684
  16   75  0.8967 3971
  16   76  0.9395 4363
  16   77  0.8878 2101
  16   78  0.8743 2308
  16   79  0.8392 1691
  16   80  0.9134 1758
  16   81  0.8663 2663
  16   82  0.8818 1683
  17   18  0.9506 1533
  17   19  0.9877 2002
  17   20  0.9850  933
  17   21  0.9851 1523
  17   22  0.9856 2677
  17   23  0.9858 4357
  17   24  0.9714 2595
  17   25  0.9773 1533
  17   26  0.9781 2689
  17   27  0.5481 4210
  17   28  0.8845 1876
  17   29  0.9774  913
  17   30  0.9818 1529
  17   31  0.6793 2621
  17   32  0.9738 4310
  17   33  0.9265 2520
  17   34  0.8321  806
  17   35  0.9765 4521
  17   36  0.9665 2552
  17   37  0.9655 1778
  17   38  0.9698 1801
  17   39  0.9784 2667
  17   40  0.9866 3077
  17   41  0.9875 4596
  17   42  0.9801 3580
  17   43  0.9903 1781
  17   44  0.9709 3053
  17   45  0.9842 1782
  17   46  0.9880 2660
  17   47  0.9860 3054
  17   48  0.9803 4534
  17   49  0.9665 3472
  17   50  0.9860 1774
  17   51  0.9841 1802
  17   52  0.9878 2634
  17   53  0.9886 3041
  17   54  0.9862 4558
  17   55  0.9813 4490
  17   56  0.9786 3508
  17   57  0.8167 1711
  17   58  0.6957 1611
  17   59  0.9710 3448
  17   60  0.9569 2046
  17   61  0.9706 1389
  17   62  0.9384 1258
  17   63  0.9667 3390
  17   64  0.9739 4744
  17   65  0.9774 3488
  17   66  0.9464 2009
  17   67  0.9556 3408
  17   68  0.9662 1349
  17   69  0.9348 1193
  17   70  0.9669 3374
  17   71  0.9394 4662
  17   72  0.9729 3448
  17   73  0.9462 1904
  17   74  0.9641 1334
  17   75  0.9282 1162
  17   76  0.9556 3213
  17   77  0.9685 4581
  17   78  0.9709 4735
  17   79  0.9180 3417
  17   80  0.9333 1888
  17   81  0.9473 1275
  17   82  0.9700 3455
  18   19  0.9568  552
  18   20  0.9570 2117
  18   21  0.9692 5422
  18   22  0.9786 2606
  18   23  0.9599  744
  18   24  0.9851 2482
  18   25  0.9637 5464
  18   26  0.9701 2612
  18   27  0.8975  696
  18   28  0.9078  510
  18   29  0.9509 2097
  18   30  0.9441 5425
  18   31  0.9309 2572
  18   32  0.9854  726
  18   33  0.9035 1685
  18   34  0.4573 1947
  18   35  0.9895  405
  18   36  0.9449 1610
  18   37  0.9642 3182
  18   38  0.9442 3193
  18   39  0.9631 1730
  18   40  0.9789  878
  18   41  0.9725 1451
  18   42  0.9619 2791
  18   43  0.9429 3191
  18   44  0.9738  885
  18   45  0.9582 3113
  18   46  0.9550 1738
  18   47  0.9700  872
  18   48  0.9208 1399
  18   49  0.9484 2738
  18   50  0.9325 3176
  18   51  0.9490 3185
  18   52  0.9539 1717
  18   53  0.9763  873
  18   54  0.9690 1444
  18   55  0.9751 1411
  18   56  0.9644 2741
  18   57  0.7032 3092
  18   58  0.7235 2722
  18   59  0.9643 2698
  18   60  0.9593 3605
  18   61  0.9562 4321
  18   62  0.9743 1759
  18   63  0.9860  623
  18   64  0.9808  519
  18   65  0.9627  984
  18   66  0.9454 3690
  18   67  0.9735  671
  18   68  0.9514 4213
  18   69  0.9643 1594
  18   70  0.9697  590
  18   71  0.9783  476
  18   72  0.9610  987
  18   73  0.9420 3604
  18   74  0.9481 4120
  18   75  0.9684 1481
  18   76  0.9233  533
  18   77  0.9566  459
  18   78  0.9841  507
  18   79  0.8506 1041
  18   80  0.9551 3790
  18   81  0.9348 3966
  18   82  0.9664  974
  19   20  0.9970 2743
  19   21  0.9942  557
  19   22  0.9904  930
  19   23  0.9850 1511
  19   24  0.9863  907
  19   25  0.9877  566
  19   26  0.9895  928
  19   27  0.6118 1412
  19   28  0.9413 6176
  19   29  0.9852 2719
  19   30  0.9939  569
  19   31  0.6195  910
  19   32  0.9942 1467
  19   33  0.8574 3394
  19   34  0.8736 2131
  19   35  0.9943 3205
  19   36  0.9638 4724
  19   37  0.9840 1399
  19   38  0.9845 2639
  19   39  0.9939 5010
  19   40  0.9950 3734
  19   41  0.9931 1336
  19   42  0.9976  821
  19   43  0.9938 1403
  19   44  0.9793 3669
  19   45  0.9942 2589
  19   46  0.9965 5005
  19   47  0.9929 3728
  19   48  0.9767 1304
  19   49  0.9917  785
  19   50  0.9930 1394
  19   51  0.9913 2623
  19   52  0.9917 5005
  19   53  0.9931 3721
  19   54  0.9893 1309
  19   55  0.9846 1299
  19   56  0.9918  785
  19   57  0.7461 1293
  19   58  0.6657 2383
  19   59  0.9908  768
  19   60  0.9858  504
  19   61  0.9874 1456
  19   62  0.9741 4076
  19   63  0.9777 4830
  19   64  0.9777 2680
  19   65  0.9815 1241
  19   66  0.9790  485
  19   67  0.9622 4765
  19   68  0.9785 1472
  19   69  0.9709 3958
  19   70  0.9734 4685
  19   71  0.9463 2606
  19   72  0.9775 1224
  19   73  0.9784  453
  19   74  0.9820 1467
  19   75  0.9611 3906
  19   76  0.9623 4437
  19   77  0.9717 2481
  19   78  0.9758 2689
  19   79  0.9166 1200
  19   80  0.9788  461
  19   81  0.8989 1490
  19   82  0.9767 1245
  20   21  0.9949 2180
  20   22  0.9890  765
  20   23  0.9934  645
  20   24  0.9843  734
  20   25  0.9932 2205
  20   26  0.9916  752
  20   27  0.8344  568
  20   28  0.9552 2704
  20   29  0.9921 5673
  20   30  0.9948 2179
  20   31  0.8853  738
  20   32  0.9909  621
  20   33  0.9058 2947
  20   34  0.6851 4759
  20   35  0.9826  948
  20   36  0.9530 3371
  20   37  0.9836 2671
  20   38  0.9779 3537
  20   39  0.9938 3681
  20   40  0.9968 1657
  20   41  0.9928 1085
  20   42  0.9919 1454
  20   43  0.9931 2686
  20   44  0.9868 1637
  20   45  0.9933 3461
  20   46  0.9964 3698
  20   47  0.9956 1666
  20   48  0.9576 1044
  20   49  0.9842 1437
  20   50  0.9904 2659
  20   51  0.9923 3543
  20   52  0.9868 3688
  20   53  0.9947 1645
  20   54  0.9908 1075
  20   55  0.9856 1053
  20   56  0.9916 1413
  20   57  0.7453 2519
  20   58  0.7003 3111
  20   59  0.9888 1404
  20   60  0.9867  915
  20   61  0.9694 3746
  20   62  0.9651 4380
  20   63  0.9735 2383
  20   64  0.9802 1257
  20   65  0.9846  882
  20   66  0.9814  931
  20   67  0.9593 2406
  20   68  0.9633 3745
  20   69  0.9563 4150
  20   70  0.9663 2245
  20   71  0.9544 1194
  20   72  0.9846  879
  20   73  0.9793  898
  20   74  0.9483 3753
  20   75  0.9464 4070
  20   76  0.9549 2053
  20   77  0.9809 1135
  20   78  0.9798 1254
  20   79  0.9007  872
  20   80  0.9795  966
  20   81  0.9394 3808
  20   82  0.9837  897
  21   22  0.9433 2555
  21   23  0.9710  720
  21   24  0.9318 2445
  21   25  0.9732 5501
  21   26  0.9418 2577
  21   27  0.9004  674
  21   28  0.9410  515
  21   29  0.9915 2164
  21   30  0.9910 5496
  21   31  0.8998 2519
  21   32  0.9932  701
  21   33  0.9139 1714
  21   34  0.4565 1998
  21   35  0.9958  404
  21   36  0.9637 1636
  21   37  0.9775 3197
  21   38  0.9384 3220
  21   39  0.9924 1760
  21   40  0.9908  877
  21   41  0.9914 1428
  21   42  0.9513 2779
  21   43  0.9904 3212
  21   44  0.9776  882
  21   45  0.9566 3139
  21   46  0.9922 1772
  21   47  0.9855  872
  21   48  0.9360 1378
  21   49  0.9805 2717
  21   50  0.9824 3204
  21   51  0.9512 3217
  21   52  0.9897 1751
  21   53  0.9906  870
  21   54  0.9858 1419
  21   55  0.9846 1384
  21   56  0.9454 2720
  21   57  0.7577 3106
  21   58  0.6820 2733
  21   59  0.9751 2679
  21   60  0.9572 3546
  21   61  0.9354 4369
  21   62  0.9701 1795
  21   63  0.9737  644
  21   64  0.9874  523
  21   65  0.9818  956
  21   66  0.9320 3633
  21   67  0.9690  695
  21   68  0.9244 4252
  21   69  0.9588 1632
  21   70  0.9789  607
  21   71  0.9689  481
  21   72  0.9778  956
  21   73  0.9446 3550
  21   74  0.9186 4171
  21   75  0.9551 1522
  21   76  0.9398  554
  21   77  0.9732  458
  21   78  0.9880  513
  21   79  0.8816 1010
  21   80  0.9369 3740
  21   81  0.8994 4011
  21   82  0.9822  945
  22   23  0.9902 3094
  22   24  0.9891 6029
  22   25  0.9939 2596
  22   26  0.9646 6200
  22   27  0.7844 3030
  22   28  0.9491  864
  22   29  0.9767  755
  22   30  0.9559 2587
  22   31  0.6700 6143
  22   32  0.9816 3079
  22   33  0.9599 1259
  22   34  0.7923  621
  22   35  0.9873 1350
  22   36  0.9524 1041
  22   37  0.9692 3156
  22   38  0.9804 1989
  22   39  0.9843 1119
  22   40  0.9938 1132
  22   41  0.9854 3142
  22   42  0.9887 4546
  22   43  0.9898 3185
  22   44  0.9822 1134
  22   45  0.9932 1968
  22   46  0.9848 1124
  22   47  0.9845 1119
  22   48  0.9487 3108
  22   49  0.9606 4450
  22   50  0.9902 3152
  22   51  0.9914 1986
  22   52  0.9846 1113
  22   53  0.9837 1121
  22   54  0.9839 3114
  22   55  0.9795 3089
  22   56  0.9824 4475
  22   57  0.8250 3100
  22   58  0.7047 1743
  22   59  0.9288 4421
  22   60  0.9099 4445
  22   61  0.9733 2156
  22   62  0.9753  929
  22   63  0.9620  689
  22   64  0.9784 1304
  22   65  0.9721 3827
  22   66  0.9634 4363
  22   67  0.9599  679
  22   68  0.9714 2069
  22   69  0.9597  870
  22   70  0.9708  670
  22   71  0.9542 1283
  22   72  0.9639 3868
  22   73  0.9117 4178
  22   74  0.9547 1974
  22   75  0.9787  813
  22   76  0.9693  644
  22   77  0.9655 1279
  22   78  0.9741 1282
  22   79  0.9019 3977
  22   80  0.9430 4115
  22   81  0.8397 1833
  22   82  0.9683 3770
  23   24  0.9803 3038
  23   25  0.9689  748
  23   26  0.9742 3104
  23   27  0.6751 6305
  23   28  0.9193 1437
  23   29  0.9904  627
  23   30  0.9702  739
  23   31  0.5773 3021
  23   32  0.9762 6453
  23   33  0.8868 1999
  23   34  0.9100  494
  23   35  0.9838 3325
  23   36  0.9225  942
  23   37  0.9638 1781
  23   38  0.9656 1233
  23   39  0.9666  975
  23   40  0.9811 2515
  23   41  0.9901 4983
  23   42  0.9907 3729
  23   43  0.9856 1789
  23   44  0.9641 2516
  23   45  0.9784 1216
  23   46  0.9781  984
  23   47  0.9824 2481
  23   48  0.9719 4919
  23   49  0.9657 3626
  23   50  0.9877 1766
  23   51  0.9728 1222
  23   52  0.9609  976
  23   53  0.9813 2498
  23   54  0.9875 4951
  23   55  0.9808 4894
  23   56  0.9875 3652
  23   57  0.8376 1712
  23   58  0.6888 1110
  23   59  0.9790 3619
  23   60  0.9614 1853
  23   61  0.9837  857
  23   62  0.9653 1087
  23   63  0.9607 1810
  23   64  0.9807 4041
  23   65  0.9764 4775
  23   66  0.9526 1768
  23   67  0.9507 1774
  23   68  0.9757  822
  23   69  0.9676 1032
  23   70  0.9602 1794
  23   71  0.9603 4041
  23   72  0.9745 4734
  23   73  0.9546 1652
  23   74  0.9801  799
  23   75  0.9634 1018
  23   76  0.9462 1693
  23   77  0.9669 4035
  23   78  0.9780 4023
  23   79  0.8989 4680
  23   80  0.9458 1583
  23   81  0.9657  755
  23   82  0.9711 4741
  24   25  0.9766 2457
  24   26  0.9399 6058
  24   27  0.7856 2949
  24   28  0.9627  838
  24   29  0.9672  723
  24   30  0.9420 2464
  24   31  0.6303 5933
  24   32  0.9845 2994
  24   33  0.9691 1208
  24   34  0.8211  587
  24   35  0.9887 1313
  24   36  0.9666  999
  24   37  0.9755 3084
  24   38  0.9766 1935
  24   39  0.9772 1072
  24   40  0.9935 1081
  24   41  0.9796 3041
  24   42  0.9845 4434
  24   43  0.9905 3111
  24   44  0.9921 1080
  24   45  0.9846 1919
  24   46  0.9779 1069
  24   47  0.9779 1068
  24   48  0.9474 3012
  24   49  0.9592 4362
  24   50  0.9917 3081
  24   51  0.9826 1931
  24   52  0.9774 1062
  24   53  0.9796 1072
  24   54  0.9832 3025
  24   55  0.9852 2997
  24   56  0.9863 4378
  24   57  0.8442 3019
  24   58  0.7384 1707
  24   59  0.9345 4322
  24   60  0.9215 4313
  24   61  0.9853 2074
  24   62  0.9879  899
  24   63  0.9745  669
  24   64  0.9898 1269
  24   65  0.9855 3741
  24   66  0.9822 4230
  24   67  0.9801  656
  24   68  0.9865 1997
  24   69  0.9756  851
  24   70  0.9853  652
  24   71  0.9632 1247
  24   72  0.9817 3782
  24   73  0.9298 4065
  24   74  0.9819 1897
  24   75  0.9917  794
  24   76  0.9789  631
  24   77  0.9836 1245
  24   78  0.9861 1245
  24   79  0.9210 3885
  24   80  0.9586 3988
  24   81  0.8225 1769
  24   82  0.9833 3682
  25   26  0.9906 2597
  25   27  0.8943  694
  25   28  0.9210  525
  25   29  0.9921 2202
  25   30  0.9752 5537
  25   31  0.9523 2562
  25   32  0.9858  725
  25   33  0.8903 1727
  25   34  0.4333 2022
  25   35  0.9950  409
  25   36  0.9542 1642
  25   37  0.9707 3211
  25   38  0.9605 3246
  25   39  0.9880 1765
  25   40  0.9875  895
  25   41  0.9842 1461
  25   42  0.9835 2792
  25   43  0.9843 3225
  25   44  0.9696  898
  25   45  0.9865 3164
  25   46  0.9855 1780
  25   47  0.9847  888
  25   48  0.9171 1409
  25   49  0.9512 2731
  25   50  0.9773 3217
  25   51  0.9775 3245
  25   52  0.9825 1760
  25   53  0.9885  890
  25   54  0.9737 1454
  25   55  0.9774 1420
  25   56  0.9754 2741
  25   57  0.7306 3122
  25   58  0.6980 2760
  25   59  0.8854 2694
  25   60  0.8635 3577
  25   61  0.9391 4396
  25   62  0.9503 1814
  25   63  0.9707  647
  25   64  0.9824  528
  25   65  0.9744  990
  25   66  0.9323 3662
  25   67  0.9650  696
  25   68  0.9262 4285
  25   69  0.9342 1652
  25   70  0.9756  612
  25   71  0.9749  485
  25   72  0.9674  991
  25   73  0.8520 3581
  25   74  0.9181 4191
  25   75  0.9279 1537
  25   76  0.9331  554
  25   77  0.9672  468
  25   78  0.9844  517
  25   79  0.8850 1044
  25   80  0.9389 3763
  25   81  0.8957 4032
  25   82  0.9735  981
  26   27  0.7777 3008
  26   28  0.9360  863
  26   29  0.9885  740
  26   30  0.9583 2605
  26   31  0.8262 6125
  26   32  0.9688 3059
  26   33  0.9281 1270
  26   34  0.7497  607
  26   35  0.9672 1346
  26   36  0.9557 1043
  26   37  0.9736 3179
  26   38  0.9753 2007
  26   39  0.9826 1119
  26   40  0.9774 1105
  26   41  0.9801 3126
  26   42  0.9742 4552
  26   43  0.9856 3209
  26   44  0.9596 1111
  26   45  0.9860 1986
  26   46  0.9884 1121
  26   47  0.9876 1095
  26   48  0.9523 3092
  26   49  0.9539 4459
  26   50  0.9805 3179
  26   51  0.9851 2005
  26   52  0.9865 1113
  26   53  0.9854 1094
  26   54  0.9759 3101
  26   55  0.9624 3075
  26   56  0.9639 4483
  26   57  0.7749 3128
  26   58  0.7055 1759
  26   59  0.9208 4428
  26   60  0.9000 4451
  26   61  0.9620 2161
  26   62  0.9668  943
  26   63  0.9470  689
  26   64  0.9632 1298
  26   65  0.9599 3811
  26   66  0.9375 4371
  26   67  0.9300  677
  26   68  0.9341 2077
  26   69  0.9644  888
  26   70  0.9568  671
  26   71  0.9414 1277
  26   72  0.9441 3850
  26   73  0.8852 4185
  26   74  0.9456 1977
  26   75  0.9640  828
  26   76  0.9319  638
  26   77  0.9525 1274
  26   78  0.9564 1276
  26   79  0.9167 3957
  26   80  0.9491 4120
  26   81  0.8900 1843
  26   82  0.9559 3749
  27   28  0.5903 1343
  27   29  0.8395  548
  27   30  0.9105  687
  27   31  0.4852 2967
  27   32  0.5485 6310
  27   33  0.6225 1949
  27   34  0.7360  426
  27   35  0.4873 3175
  27   36  0.6062  852
  27   37  0.7622 1741
  27   38  0.6831 1175
  27   39  0.6202  884
  27   40  0.5825 2339
  27   41  0.5320 4847
  27   42  0.7943 3655
  27   43  0.7519 1749
  27   44  0.5707 2344
  27   45  0.6667 1164
  27   46  0.7203  888
  27   47  0.6152 2309
  27   48  0.4976 4781
  27   49  0.7663 3555
  27   50  0.7583 1729
  27   51  0.6728 1162
  27   52  0.5842  878
  27   53  0.6050 2313
  27   54  0.5170 4807
  27   55  0.5359 4756
  27   56  0.7956 3576
  27   57  0.6753 1670
  27   58  0.3100 1055
  27   59  0.7716 3548
  27   60  0.8822 1789
  27   61  0.8618  784
  27   62  0.6952 1013
  27   63  0.7000 1710
  27   64  0.4549 3864
  27   65  0.7021 4686
  27   66  0.8838 1705
  27   67  0.6818 1682
  27   68  0.8733  750
  27   69  0.7134  960
  27   70  0.6694 1699
  27   71  0.3872 3864
  27   72  0.7031 4640
  27   73  0.8834 1600
  27   74  0.8722  727
  27   75  0.7352  946
  27   76  0.6715 1605
  27   77  0.4850 3864
  27   78  0.4412 3844
  27   79  0.5795 4595
  27   80  0.8615 1536
  27   81  0.8754  685
  27   82  0.6857 4655
  28   29  0.9556 2688
  28   30  0.9533  527
  28   31  0.5570  850
  28   32  0.9170 1395
  28   33  0.7943 3326
  28   34  0.8221 2091
  28   35  0.9376 3107
  28   36  0.8775 4628
  28   37  0.9601 1367
  28   38  0.9345 2578
  28   39  0.9291 4911
  28   40  0.9244 3630
  28   41  0.9411 1245
  28   42  0.9501  795
  28   43  0.9458 1367
  28   44  0.9268 3567
  28   45  0.9511 2533
  28   46  0.9288 4913
  28   47  0.9294 3628
  28   48  0.9227 1213
  28   49  0.9237  758
  28   50  0.9396 1359
  28   51  0.9519 2575
  28   52  0.9090 4927
  28   53  0.9266 3624
  28   54  0.9505 1216
  28   55  0.9319 1213
  28   56  0.9408  758
  28   57  0.6078 1254
  28   58  0.6461 2322
  28   59  0.9327  743
  28   60  0.9582  457
  28   61  0.9293 1419
  28   62  0.9178 4010
  28   63  0.8882 4717
  28   64  0.9124 2589
  28   65  0.9518 1169
  28   66  0.9443  442
  28   67  0.8581 4649
  28   68  0.9429 1431
  28   69  0.9132 3898
  28   70  0.8836 4580
  28   71  0.8625 2511
  28   72  0.9571 1153
  28   73  0.9373  415
  28   74  0.9269 1427
  28   75  0.9064 3842
  28   76  0.8664 4338
  28   77  0.9044 2391
  28   78  0.9040 2592
  28   79  0.8547 1136
  28   80  0.9636  422
  28   81  0.8408 1449
  28   82  0.9594 1173
  29   30  0.9933 2178
  29   31  0.9061  727
  29   32  0.9839  602
  29   33  0.8701 2910
  29   34  0.6219 4741
  29   35  0.9773  920
  29   36  0.9330 3333
  29   37  0.9747 2624
  29   38  0.9551 3480
  29   39  0.9802 3639
  29   40  0.9851 1639
  29   41  0.9850 1087
  29   42  0.9863 1431
  29   43  0.9864 2643
  29   44  0.9729 1620
  29   45  0.9776 3412
  29   46  0.9863 3662
  29   47  0.9889 1649
  29   48  0.9198 1048
  29   49  0.9731 1409
  29   50  0.9822 2614
  29   51  0.9798 3505
  29   52  0.9766 3663
  29   53  0.9847 1634
  29   54  0.9758 1079
  29   55  0.9754 1057
  29   56  0.9867 1398
  29   57  0.7202 2472
  29   58  0.6731 3062
  29   59  0.9795 1379
  29   60  0.9776  915
  29   61  0.9508 3717
  29   62  0.9313 4316
  29   63  0.9512 2346
  29   64  0.9731 1246
  29   65  0.9718  888
  29   66  0.9689  931
  29   67  0.9379 2368
  29   68  0.9441 3710
  29   69  0.9203 4096
  29   70  0.9455 2207
  29   71  0.9441 1182
  29   72  0.9658  886
  29   73  0.9657  892
  29   74  0.9276 3725
  29   75  0.9099 4006
  29   76  0.9331 2017
  29   77  0.9721 1127
  29   78  0.9687 1243
  29   79  0.9223  878
  29   80  0.9735  962
  29   81  0.9192 3771
  29   82  0.9683  904
  30   31  0.9225 2544
  30   32  0.9858  713
  30   33  0.9059 1714
  30   34  0.4523 2003
  30   35  0.9922  414
  30   36  0.9688 1639
  30   37  0.9631 3193
  30   38  0.9541 3225
  30   39  0.9896 1761
  30   40  0.9908  898
  30   41  0.9902 1457
  30   42  0.9670 2785
  30   43  0.9913 3208
  30   44  0.9783  897
  30   45  0.9697 3144
  30   46  0.9948 1778
  30   47  0.9866  888
  30   48  0.9497 1409
  30   49  0.9835 2724
  30   50  0.9852 3200
  30   51  0.9649 3221
  30   52  0.9924 1754
  30   53  0.9906  892
  30   54  0.9887 1449
  30   55  0.9842 1412
  30   56  0.9609 2734
  30   57  0.7722 3104
  30   58  0.6680 2739
  30   59  0.9631 2688
  30   60  0.9508 3575
  30   61  0.9393 4365
  30   62  0.9561 1800
  30   63  0.9741  635
  30   64  0.9881  531
  30   65  0.9852  990
  30   66  0.9473 3657
  30   67  0.9675  684
  30   68  0.9294 4253
  30   69  0.9422 1636
  30   70  0.9777  600
  30   71  0.9385  487
  30   72  0.9825  992
  30   73  0.9391 3576
  30   74  0.9220 4165
  30   75  0.9356 1521
  30   76  0.9578  544
  30   77  0.9772  468
  30   78  0.9772  521
  30   79  0.8766 1045
  30   80  0.9522 3763
  30   81  0.9021 4005
  30   82  0.9870  980
  31   32  0.5807 3008
  31   33  0.4991 1233
  31   34  0.5559  601
  31   35  0.6508 1316
  31   36  0.8212 1024
  31   37  0.8018 3146
  31   38  0.8578 1978
  31   39  0.8401 1099
  31   40  0.6619 1082
  31   41  0.6857 3056
  31   42  0.7024 4483
  31   43  0.7950 3178
  31   44  0.6510 1086
  31   45  0.8511 1955
  31   46  0.8412 1103
  31   47  0.7164 1072
  31   48  0.6661 3023
  31   49  0.7064 4393
  31   50  0.7843 3143
  31   51  0.8538 1973
  31   52  0.8326 1093
  31   53  0.7199 1070
  31   54  0.6771 3033
  31   55  0.6605 3007
  31   56  0.6892 4420
  31   57  0.5426 3098
  31   58  0.5653 1738
  31   59  0.6795 4364
  31   60  0.8062 4410
  31   61  0.8949 2120
  31   62  0.7574  930
  31   63  0.6055  675
  31   64  0.6036 1252
  31   65  0.6159 3741
  31   66  0.8230 4329
  31   67  0.5497  663
  31   68  0.7609 2036
  31   69  0.7682  873
  31   70  0.5835  656
  31   71  0.6017 1229
  31   72  0.5944 3783
  31   73  0.7763 4142
  31   74  0.8833 1942
  31   75  0.6169  814
  31   76  0.6146  628
  31   77  0.6144 1226
  31   78  0.5928 1230
  31   79  0.7057 3890
  31   80  0.8947 4079
  31   81  0.8551 1804
  31   82  0.6099 3684
  32   33  0.8921 1985
  32   34  0.9302  471
  32   35  0.9898 3273
  32   36  0.9639  908
  32   37  0.9880 1761
  32   38  0.9891 1213
  32   39  0.9936  941
  32   40  0.9944 2455
  32   41  0.9869 4936
  32   42  0.9936 3700
  32   43  0.9915 1768
  32   44  0.9849 2460
  32   45  0.9920 1198
  32   46  0.9890  949
  32   47  0.9805 2419
  32   48  0.9842 4876
  32   49  0.9777 3600
  32   50  0.9874 1745
  32   51  0.9939 1200
  32   52  0.9888  937
  32   53  0.9879 2428
  32   54  0.9887 4902
  32   55  0.9824 4853
  32   56  0.9924 3628
  32   57  0.8085 1693
  32   58  0.7090 1093
  32   59  0.9895 3589
  32   60  0.9563 1815
  32   61  0.9830  830
  32   62  0.9888 1063
  32   63  0.9765 1782
  32   64  0.9906 3988
  32   65  0.9895 4746
  32   66  0.9562 1733
  32   67  0.9722 1752
  32   68  0.9833  792
  32   69  0.9889 1009
  32   70  0.9792 1769
  32   71  0.9705 3989
  32   72  0.9870 4702
  32   73  0.9475 1621
  32   74  0.9835  774
